id,german,word_class,gender,plural,english,pronunciation,theme,antonym,example_de,example_en
"1313","die Wissenschaft","Nomen","die","die Wissenschaften","science","vis-sen-shahft","Ausbildung, Schule & Studium","","Vertreter von Kunst und Wissenschaft treffen sich heute in Berlin.","Representatives of art and science are meeting in Berlin today."
"1314","der Wissenschaftler","Nomen","der","die Wissenschaftler","scientist","vis-sen-shahft-ler","Arbeit, Beruf & Karriere","","Er ist Wissenschaftler an der Universität.","He is a scientist at the university."
"1315","der Wohnort","Nomen","der","die Wohnorte","place of residence","vohn-ort","Wohnen, Haus & Haushalt","","Tragen Sie bitte auch Ihren Wohnort ein.","Please also enter your place of residence."
"1316","der Wohnort","Nomen","der","die Wohnorte","place of residence","vohn-ort","Wohnen, Haus & Haushalt","","Tragen Sie bitte Straße und Wohnort ein.","Please enter your street and place of residence."
"1317","der Wohnsitz","Nomen","der","die Wohnsitze","residence / domicile","vohn-zits","Staat, Gesellschaft & Dokumente","","Er hat einen festen Wohnsitz in dieser Stadt.","He has a permanent residence in this city."
"1318","das Wohnzimmer","Nomen","das","die Wohnzimmer","living room","vohn-tsim-mer","Wohnen, Haus & Haushalt","","Wir sitzen im Wohnzimmer und sehen fern.","We are sitting in the living room and watching TV."
"1319","die Wolle","Nomen","die","","wool","vol-luh","Einkaufen, Geld & Konsum","","Dieser Pullover ist aus reiner Wolle.","This sweater is made of pure wool."
"1320","worum","Andere","","","what about / about what","vo-room","Grammatik, Pronomen & Struktur","","Kann ich Herrn Meier sprechen? – Worum geht es denn?","Can I speak to Mr. Meier? – What is it about?"
"1321","worüber","Andere","","","what about / about what","vo-rue-ber","Grammatik, Pronomen & Struktur","","Worüber lachen Sie?","What are you laughing about?"
"1322","die Wunde","Nomen","die","die Wunden","wound / injury","voon-duh","Gesundheit, Körper & Pflege","","Die Wunde müssen wir sofort verbinden.","We must bandage the wound immediately."
"1323","das Wunder","Nomen","das","die Wunder","miracle / wonder","voon-der","Basiswortschatz & Floskeln","","Es war ein Wunder, dass nichts Schlimmes passiert ist.","It was a miracle that nothing bad happened."
"1324","wunderschön","Adjektiv","","","beautiful / gorgeous","voon-der-shoen","Eigenschaften & Adjektive","hässlich","Wir haben einen Ausflug gemacht. Es war wunderschön.","We went on an excursion. It was beautiful."
"1325","während","Andere","","","while / during","vae-rent","Grammatik, Pronomen & Struktur","","Während der Prüfung dürfen wir unsere Handys nicht benutzen.","During the exam, we are not allowed to use our cell phones."
"1326","die Wärme","Nomen","die","","warmth / heat","vaer-muh","Gesundheit, Körper & Pflege","die Kälte","Wärme ist gut gegen meine Schmerzen.","Warmth is good for my pain."
"1327","das Wörterbuch","Nomen","das","die Wörterbücher","dictionary","voer-ter-bookh","Ausbildung, Schule & Studium","","Ich muss das Wort im Wörterbuch nachschlagen.","I have to look up the word in the dictionary."
"1328","wütend","Adjektiv","","","angry / furious","vue-tent","Gefühle, Charakter & Meinung","ruhig","Warum bist du so wütend?","Why are you so angry?"
"1329","die Zahlung","Nomen","die","die Zahlungen","payment","tsah-loong","Einkaufen, Geld & Konsum","","Bitte geben Sie bei der Zahlung die Rechnungsnummer an.","Please provide the invoice number with the payment."
"1330","die Zahnbürste","Nomen","die","die Zahnbürsten","toothbrush","tsahn-byoor-steh","Gesundheit, Körper & Pflege","","Ich brauche eine neue Zahnbürste.","I need a new toothbrush."
"1331","die Zahncreme / die Zahnpasta","Nomen","die","","toothpaste","tsahn-kraym / tsahn-pahs-tah","Gesundheit, Körper & Pflege","","Die neue Zahncreme riecht sehr gut.","The new toothpaste smells very good."
"1332","die Zange","Nomen","die","die Zangen","pliers / tongs","tsahng-uh","Wohnen, Haus & Haushalt","","Um das Fahrrad zu reparieren, brauchst du eine Zange.","To repair the bicycle, you need a pair of pliers."
"1333","das Zeichen","Nomen","das","die Zeichen","sign / signal","tsy-khen","Basiswortschatz & Floskeln","","Bitte fangen Sie erst an, wenn ich Ihnen ein Zeichen gebe.","Please only start when I give you a sign."
"1334","die Zeichnung","Nomen","die","die Zeichnungen","drawing","tsykh-noong","Ausbildung, Schule & Studium","","Das ist eine schöne Zeichnung.","That is a beautiful drawing."
"1335","die Zeile","Nomen","die","die Zeilen","line (of text)","tsy-luh","Kommunikation, Medien & Sprache","","Das Wort steht in der fünften Zeile von oben.","The word is in the fifth line from the top."
"1336","der Zeitpunkt","Nomen","der","die Zeitpunkte","point in time / moment","tsite-poonkt","Uhrzeit, Datum & Kalender","","Er ist krank. Das ist kein guter Zeitpunkt für einen Besuch.","He is sick. That is not a good time for a visit."
"1337","zentral","Adjektiv","","","central","tsen-trahl","Wohnen, Haus & Haushalt","abgelegen","Wir suchen eine Zweizimmerwohnung in zentraler Lage.","We are looking for a two-room apartment in a central location."
"1338","das Zertifikat","Nomen","das","die Zertifikate","certificate","tser-ti-fi-kaht","Ausbildung, Schule & Studium","","Wenn ich die Prüfung schaffe, bekomme ich ein Zertifikat.","If I pass the exam, I will receive a certificate."
"1339","der Zeuge","Nomen","der","die Zeugen","witness (male)","tsoy-guh","Staat, Gesellschaft & Dokumente","","Die Polizei sucht noch Zeugen für den Unfall.","The police are still looking for witnesses to the accident."
"1340","die Zeugin","Nomen","die","die Zeuginnen","witness (female)","tsoy-gin","Staat, Gesellschaft & Dokumente","","Die Zeugin hat den Unfall genau beobachtet.","The female witness observed the accident closely."
"1341","ziemlich","Andere","","","quite / rather","tseem-likh","Basiswortschatz & Floskeln","kaum","Ich bin schon ziemlich müde. Ich gehe ins Bett.","I am already quite tired. I am going to bed."
"1342","der Zivilstand","Nomen","der","","marital status / civil status","tsi-veel-shtahnt","Person, Familie & Beziehungen","","Bei „Zivilstand“ musst du „ledig“ ankreuzen.","Under 'marital status' you have to check 'single'."
"1343","die Zone","Nomen","die","die Zonen","zone","tso-nuh","Reise, Verkehr & Mobilität","","Hier können wir nicht fahren. Das ist eine Fußgängerzone.","We cannot drive here. This is a pedestrian zone."
"1344","zu gewesen (zu sein)","Verb","","","to have been closed","tsoo guh-vay-zen","Basiswortschatz & Floskeln","auf gewesen","Das Fenster war nicht zu.","The window was not closed."
"1345","zu sein","Andere","","","to be closed","tsoo zine","Basiswortschatz & Floskeln","auf sein","Am Sonntag sind die meisten Läden zu.","On Sunday, most shops are closed."
"1346","zubereiten","Verb","","","to prepare (food)","tsoo-buh-rye-ten","Essen, Kochen & Restaurant","","Sie bereitet das Fleisch mit Kartoffeln zu.","She prepares the meat with potatoes."
"1347","der Zufall","Nomen","der","die Zufälle","coincidence / chance","tsoo-fahl","Basiswortschatz & Floskeln","die Absicht","So ein Zufall, dass ich dich hier treffe.","What a coincidence that I meet you here."
"1348","zufällig","Adjektiv","","","by chance / randomly","tsoo-fel-likh","Eigenschaften & Adjektive","absichtlich","Wir haben uns zufällig am Bahnhof getroffen.","We met by chance at the train station."
"1349","der Zugang","Nomen","der","die Zugänge","access / entrance","tsoo-gahng","Basiswortschatz & Floskeln","der Ausgang","Hast du Zugang zum Internet?","Do you have access to the internet?"
"1350","zugänglich","Adjektiv","","","accessible / approachable","tsoo-geng-likh","Eigenschaften & Adjektive","unzugänglich","Der Park ist für alle zugänglich.","The park is accessible to everyone."
"1351","das Zuhause","Nomen","das","","home","tsoo-how-zuh","Wohnen, Haus & Haushalt","","Ich fühle mich hier wohl. Das ist mein Zuhause.","I feel comfortable here. This is my home."
"1352","der Zuhörer","Nomen","der","die Zuhörer","listener / audience member","tsoo-hoe-rer","Kommunikation, Medien & Sprache","","Liebe Zuhörerinnen und Zuhörer, Ihre Meinung interessiert uns.","Dear listeners, your opinion interests us."
"1353","der Zuhörer","Nomen","der","die Zuhörer","listener (male)","tsoo-hoe-rer","Kommunikation, Medien & Sprache","der Sprecher","Liebe Zuhörerinnen und Zuhörer, Ihre Meinung interessiert uns.","Dear listeners, your opinion interests us."
"1354","die Zukunft","Nomen","die","","future","tsoo-koonft","Uhrzeit, Datum & Kalender","die Vergangenheit","Du musst mehr für die Schule lernen. Denk an die Zukunft.","You must study more for school. Think about the future."
"1355","zukünftig","Andere","","","future / in the future","tsoo-kuenf-tikh","Uhrzeit, Datum & Kalender","bisherig","Ich bitte dich, zukünftig früher zu kommen.","I ask you to come earlier in the future."
"1356","zuletzt / zumachen","Verb","","","lastly / to close","tsoo-letst / tsoo-mah-khen","Uhrzeit, Datum & Kalender / Allgemeine Aktivitäten & Verben","zuerst / aufmachen","Mach bitte die Tür zu!","Please close the door!"
"1357","zumindest","Andere","","","at least","tsoo-min-dest","Basiswortschatz & Floskeln","höchstens","Ich möchte nicht in der Stadt wohnen, zumindest jetzt nicht.","I do not want to live in the city, at least not right now."
"1358","zunächst","Andere","","","first of all / for now","tsoo-naekhst","Basiswortschatz & Floskeln","zuletzt","Zunächst möchte ich alle begrüßen!","First of all, I would like to greet everyone!"
"1359","der Zusammenhang","Nomen","der","die Zusammenhänge","context / connection","tsoo-zahm-men-hahng","Basiswortschatz & Floskeln","","Was ist der Zusammenhang zwischen diesen beiden Themen?","What is the connection between these two topics?"
"1360","zuschauen","Verb","","","to watch / to look on","tsoo-show-en","Freizeit, Hobbys & Unterhaltung","","Möchtest du beim Fußballspiel zuschauen?","Would you like to watch the football game?"
"1361","zuschauen","Verb","","","to watch / to look on","tsoo-show-en","Freizeit, Hobbys & Unterhaltung","mitspielen","Willst du mitspielen? – Nein, ich schaue lieber nur zu.","Do you want to play along? – No, I prefer to just watch."
"1362","der Zuschauer","Nomen","der","die Zuschauer","spectator / viewer","tsoo-show-er","Freizeit, Hobbys & Unterhaltung","der Spieler","Liebe Zuschauer, wir wünschen Ihnen gute Unterhaltung.","Dear viewers, we wish you good entertainment."
"1363","der Zuschlag","Nomen","der","die Zuschläge","surcharge / extra charge","tsoo-shlahg","Reise, Verkehr & Mobilität","","Für diesen Zug müssen Sie einen Zuschlag zahlen.","For this train, you have to pay a surcharge."
"1364","der Zustand","Nomen","der","die Zustände","condition / state","tsoo-shtahnt","Basiswortschatz & Floskeln","","Als wir in die Wohnung eingezogen sind, war sie in sehr schlechtem Zustand.","When we moved into the apartment, it was in a very bad condition."
"1365","zustimmen","Verb","","","to agree","tsoo-shtim-men","Gefühle, Charakter & Meinung","widersprechen","Ich stimme dir in dieser Sache völlig zu.","I completely agree with you on this matter."
"1366","die Zustimmung","Nomen","die","die Zustimmungen","approval / agreement","tsoo-shtim-moong","Basiswortschatz & Floskeln","die Ablehnung","Wir brauchen Ihre Zustimmung, um Ihnen Werbung zu schicken.","We need your approval to send you advertisements."
"1367","die Zutaten","Nomen","die","die Zutaten","ingredients","tsoo-tah-ten","Essen, Kochen & Restaurant","","Welche Zutaten braucht man für diesen Kuchen?","What ingredients do you need for this cake?"
"1368","zuverlässig","Adjektiv","","","reliable / dependable","tsoo-fer-les-sikh","Eigenschaften & Adjektive","unzuverlässig","Der Kollege kommt bestimmt gleich. Er ist immer sehr zuverlässig.","The colleague is definitely coming right away. He is always very reliable."
"1369","zwar","Andere","","","indeed / admittedly","tsvar","Grammatik, Pronomen & Struktur","","Diese Schuhe sind zwar teuer, aber gut.","These shoes are indeed expensive, but good."
"1370","der Zweck","Nomen","der","die Zwecke","purpose / aim","tsvek","Basiswortschatz & Floskeln","","Ich glaube, es hat keinen Zweck, sich zu bewerben. Der Job ist sicher schon weg.","I believe there is no purpose in applying. The job is certainly already gone."
"1371","der Zweifel","Nomen","der","die Zweifel","doubt","tsvy-fel","Gefühle, Charakter & Meinung","die Gewissheit","Das ist ohne Zweifel die beste Lösung.","That is without a doubt the best solution."
"1372","die Zweitsprache","Nomen","die","die Zweitsprachen","second language","tsvyte-shprah-khuh","Kommunikation, Medien & Sprache","die Muttersprache","Deutsch ist seine Zweitsprache.","German is his second language."
"1373","die Zünder","Nomen","die","die Zünder","matches (Austrian)","tsün-der","Wohnen, Haus & Haushalt","","Ich hätte gern eine Schachtel Zünder.","I would like a box of matches."
"1374","das Zündholz","Nomen","das","die Zündhölzer","match","tsünt-holts","Wohnen, Haus & Haushalt","","Ich hätte gern eine Schachtel Zündhölzer.","I would like a box of matches."
"1375","ähnlich","Adjektiv","","","similar","ayn-likh","Eigenschaften & Adjektive","verschieden","Oleg sieht seinem Bruder sehr ähnlich.","Oleg looks very similar to his brother."
"1376","die Änderung","Nomen","die","die Änderungen","change / alteration","en-de-roong","Basiswortschatz & Floskeln","","Es gibt eine Programmänderung.","There is a program change."
"1377","der Ärger","Nomen","der","","trouble / anger / annoyance","air-ger","Gefühle, Charakter & Meinung","die Freude","Ich hatte heute Ärger im Büro. Ich habe mich mit einem Kollegen gestritten.","I had trouble at the office today. I argued with a colleague."
"1378","ärgerlich","Adjektiv","","","annoying / angry","air-ger-likh","Gefühle, Charakter & Meinung","erfreulich","Der Zug hat schon wieder Verspätung. Das ist wirklich ärgerlich.","The train is delayed again. That is really annoying."
"1379","die Ärztin","Nomen","die","die Ärztinnen","doctor / physician (female)","airts-tin","Arbeit, Beruf & Karriere","die Patientin","Morgen habe ich einen Termin bei meiner Ärztin.","Tomorrow I have an appointment with my doctor."
